"No.","Zone Name","Zone Channel Member","Zone Channel Member RX Frequency","Zone Channel Member TX Frequency","Zone Channel Member Slot","Zone Channel Member Color Code","A Channel","A Channel RX Frequency","A Channel TX Frequency","A Channel Slot","A Channel Color Code","B Channel","B Channel RX Frequency","B Channel TX Frequency","B Channel Slot","B Channel Color Code"
"1","Home","OSA-Promiscuous|OSA-91 WW|OSA-262 DE|OSA-2625 RLP/Saa|OSA-26250 Saarla|OSA-27090 LX-Dst|OSA-TAC 1 DE|OSA-TAC 2 DE|OSA-TAC 3 DE|OSA-TAC 4 DE|OSA-270 Luxembur|OSA-2701 LX-Sued|OSA-2702 LX-Nord|OSA-2703 LX-Zent|OSA-2707 LX-Laru|OSA-26277 Schwar|OSA-9112 Notfunk|OSA-263113 SkyWa|OSB-Promiscuous|OSB-91 WW|OSB-262 DE|OSB-2625 RLP/Saa|OSB-26250 Saarla|OSB-27090 LX-Dst|OSB-TAC 1 DE|OSB-TAC 2 DE|OSB-TAC 3 DE|OSB-TAC 4 DE|OSB-270 Luxembur|OSB-2701 LX-Sued|OSB-2702 LX-Nord|OSB-2703 LX-Zent|OSB-2707 LX-Laru|OSB-26277 Schwar|OSB-9112 Notfunk|OSB-263113 SkyWa|DB0SAB-TS1|DB0SAB-TS2|DB0LZ-TS1|DB0LZ-TS2|DB0UT-TS1|DB0UT-TS2|DB0SR-TS1|DB0SR-TS2|DB0VV-TS1|DB0VV-TS2|LX0DMR-TS1|LX0DMR-TS2|LX0NSR-TS1|LX0NSR-TS2|LX0DRR-TS1|LX0DRR-TS2|LX0RU-TS1|LX0RU-TS2|LX0DMX-TS1|LX0DMX-TS2|A-DB0SAB-SAB|A-DB0SAG-TR70|A-DB0XS-MZG2|A-DB0XS-MZG70|A-DB0BLK-Bliesk|A-DB0EW-SB|A-DB0HWR-Rappwei|A-DB0LZ-Schau|A-DB0SR-HZ2|A-DB0SR-HZ70|A-DB0TFK-Wk|A-DB0UT-Erb2|A-DB0UT-Erb70|A-DB0VKS-Voel|A-DB0YK-Bexbach|A-LX0DMM-Mach|A-LX0LU-Blasch","433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|439.07500|439.07500|439.27500|439.27500|439.85000|439.85000|438.60000|438.60000|438.85000|438.85000|438.28750|438.28750|438.68750|438.68750|145.78750|145.78750|438.75000|438.75000|438.47500|438.47500|439.07500|439.17500|145.62500|438.70000|438.57500|439.20000|438.77500|439.27500|145.60000|438.82500|438.92500|145.77500|438.56250|438.65000|145.73750|145.58750|145.70000","433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|431.47500|431.47500|431.67500|431.67500|430.45000|430.45000|431.00000|431.00000|431.25000|431.25000|430.68750|430.68750|431.08750|431.08750|145.18750|145.18750|431.15000|431.15000|430.87500|430.87500|431.47500|431.57500|145.02500|431.10000|430.97500|431.60000|431.17500|431.67500|145.00000|431.22500|431.32500|145.17500|430.96250|431.05000|145.13750|144.98750|145.10000","Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","LX0DRR-TS1","145.78750","145.18750","Slot1","1","A-DB0SAB-SAB","439.07500","431.47500","Slot1","1"
"2","FreeNet/PMR/LPD","FreeNet 1|FreeNet 2|FreeNet 3|FreeNet 4|FreeNet 5|FreeNet 6|PMR 02|PMR 04|PMR 06|PMR 08|PMR 10|PMR 12|PMR 14|PMR 16|PMR 18|PMR 20|PMR 22|PMR 24|PMR 26|PMR 28|PMR 30|PMR 32|LPD 01|LPD 02|LPD 03|LPD 04|LPD 05|LPD 06|LPD 07|LPD 08|LPD 09|LPD 10|LPD 11|LPD 12|LPD 13|LPD 14|LPD 15|LPD 16|LPD 17|LPD 18|LPD 19|LPD 20|LPD 21|LPD 22|LPD 23|LPD 24|LPD 25|LPD 26|LPD 27|LPD 28|LPD 29|LPD 30|LPD 31|LPD 32|LPD 33|LPD 34|LPD 35|LPD 36|LPD 37|LPD 38|LPD 39|LPD 40|LPD 41|LPD 42|LPD 43|LPD 44|LPD 45|LPD 46|LPD 47|LPD 48|LPD 49|LPD 50|LPD 51|LPD 52|LPD 53|LPD 54|LPD 55|LPD 56|LPD 57|LPD 58|LPD 59|LPD 60|LPD 61|LPD 62|LPD 63|LPD 64|LPD 65|LPD 66|LPD 67|LPD 68|LPD 69","149.02500|149.03750|149.05000|149.08750|149.10000|149.11250|446.00625|446.01875|446.03125|446.04375|446.05625|446.06875|446.08125|446.09375|446.10625|446.11875|446.13125|446.14375|446.15625|446.16875|446.18125|446.19375|433.07500|433.10000|433.12500|433.15000|433.17500|433.20000|433.22500|433.25000|433.27500|433.30000|433.32500|433.35000|433.37500|433.40000|433.42500|433.45000|433.47500|433.50000|433.52500|433.55000|433.57500|433.60000|433.62500|433.65000|433.67500|433.70000|433.72500|433.75000|433.77500|433.80000|433.82500|433.85000|433.87500|433.90000|433.92500|433.95000|433.97500|434.00000|434.02500|434.05000|434.07500|434.10000|434.12500|434.15000|434.17500|434.20000|434.22500|434.25000|434.27500|434.30000|434.32500|434.35000|434.37500|434.40000|434.42500|434.45000|434.47500|434.50000|434.52500|434.55000|434.57500|434.60000|434.62500|434.65000|434.67500|434.70000|434.72500|434.75000|434.77500","149.02500|149.03750|149.05000|149.08750|149.10000|149.11250|446.00625|446.01875|446.03125|446.04375|446.05625|446.06875|446.08125|446.09375|446.10625|446.11875|446.13125|446.14375|446.15625|446.16875|446.18125|446.19375|433.07500|433.10000|433.12500|433.15000|433.17500|433.20000|433.22500|433.25000|433.27500|433.30000|433.32500|433.35000|433.37500|433.40000|433.42500|433.45000|433.47500|433.50000|433.52500|433.55000|433.57500|433.60000|433.62500|433.65000|433.67500|433.70000|433.72500|433.75000|433.77500|433.80000|433.82500|433.85000|433.87500|433.90000|433.92500|433.95000|433.97500|434.00000|434.02500|434.05000|434.07500|434.10000|434.12500|434.15000|434.17500|434.20000|434.22500|434.25000|434.27500|434.30000|434.32500|434.35000|434.37500|434.40000|434.42500|434.45000|434.47500|434.50000|434.52500|434.55000|434.57500|434.60000|434.62500|434.65000|434.67500|434.70000|434.72500|434.75000|434.77500","Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","PMR 12","446.06875","446.06875","Slot1","1","PMR 02","446.00625","446.00625","Slot1","1"
"3","OpenSpot A","OSA-Promiscuous|OSA-91 WW|OSA-92 EU|OSA-93 N-AM|OSA-95 Pazifik|OSA-204 Holland|OSA-206 Belgien|OSA-208 Frankrei|OSA-910 WW-DE|OSA-913 UA-EN|OSA-920 DACH|OSA-923 EU-ENG|OSA-262 DE|OSA-2620 Sach/Me|OSA-2621 Berlin|OSA-2622 HH/S-Ho|OSA-2623 Nieders|OSA-2624 NRW|OSA-2625 RLP/Saa|OSA-2626 Hessen|OSA-2627 BW|OSA-2628 Bayern|OSA-2629 Sachs/T|OSA-TAC 1 DE|OSA-TAC 2 DE|OSA-TAC 3 DE|OSA-TAC 4 DE|OSA-232 Austria|OSA-2320 OE Mast|OSA-2321 Wien|OSA-2322 Salzbur|OSA-2323 Ni-OE|OSA-2324 Burgenl|OSA-2325 Ob-OE|OSA-2326 Steierm|OSA-2327 Tirol|OSA-2328 Kaernte|OSA-2329 Voralbe|OSA-2501 Russia|OSA-2555 Ukraine|OSA-270 Luxembur|OSA-2701 LX-Sued|OSA-2702 LX-Nord|OSA-2703 LX-Zent|OSA-2707 LX-Laru|OSA-26250 Saarla|OSA-26277 Schwar|OSA-27090 LX-Dst|OSA-228 Schweiz|OSA-2280 HB DE|OSA-2283 HB Bern|OSA-2284 HB Base|OSA-235 UK|OSA-2350 UK Gene|OSA-23500 UK S.W|OSA-2351 UK Chat|OSA-23510 UK S.E|OSA-2352 UK Chat|OSA-23520 UK N.W|OSA-2353 UK Chat|OSA-2354 Ireland|OSA-23540 Irelan|OSA-2355 Scotlan|OSA-23550 Scotla|OSA-23560 UK N.E|OSA-2357 UK Wale|OSA-23570 Wales|OSA-23580 UK W.M|OSA-2359 UK Kern|OSA-3026 Canada|OSA-310 USA|OSA-3100 All USA|OSA-31090 USA|OSA-31091 USA|OSA-31092 USA|OSA-31093 USA|OSA-31094 USA|OSA-31095 USA|OSA-31096 USA|OSA-31097 USA|OSA-31098 USA|OSA-31099 USA|OSA-31304 USA|OSA-9112 Notfunk|OSA-9911 EmCom|OSA-263113 SkyWa","433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000","433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000|433.65000","Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","OSA-2627 BW","433.65000","433.65000","Slot1","1","OSA-9112 Notfunk","433.65000","433.65000","Slot1","1"
"4","OpenSpot B","OSB-Promiscuous|OSB-91 WW|OSB-92 EU|OSB-93 N-AM|OSB-95 Pazifik|OSB-204 Holland|OSB-206 Belgien|OSB-208 Frankrei|OSB-910 WW-DE|OSB-913 UA-EN|OSB-920 DACH|OSB-923 EU-ENG|OSB-262 DE|OSB-2620 Sach/Me|OSB-2621 Berlin|OSB-2622 HH/S-Ho|OSB-2623 Nieders|OSB-2624 NRW|OSB-2625 RLP/Saa|OSB-2626 Hessen|OSB-2627 BW|OSB-2628 Bayern|OSB-2629 Sachs/T|OSB-TAC 1 DE|OSB-TAC 2 DE|OSB-TAC 3 DE|OSB-TAC 4 DE|OSB-232 Austria|OSB-2320 OE Mast|OSB-2321 Wien|OSB-2322 Salzbur|OSB-2323 Ni-OE|OSB-2324 Burgenl|OSB-2325 Ob-OE|OSB-2326 Steierm|OSB-2327 Tirol|OSB-2328 Kaernte|OSB-2329 Voralbe|OSB-2501 Russia|OSB-2555 Ukraine|OSB-270 Luxembur|OSB-2701 LX-Sued|OSB-2702 LX-Nord|OSB-2703 LX-Zent|OSB-2707 LX-Laru|OSB-26250 Saarla|OSB-26277 Schwar|OSB-27090 LX-Dst|OSB-228 Schweiz|OSB-2280 HB DE|OSB-2283 HB Bern|OSB-2284 HB Base|OSB-235 UK|OSB-2350 UK Gene|OSB-23500 UK S.W|OSB-2351 UK Chat|OSB-23510 UK S.E|OSB-2352 UK Chat|OSB-23520 UK N.W|OSB-2353 UK Chat|OSB-2354 Ireland|OSB-23540 Irelan|OSB-2355 Scotlan|OSB-23550 Scotla|OSB-23560 UK N.E|OSB-2357 UK Wale|OSB-23570 Wales|OSB-23580 UK W.M|OSB-2359 UK Kern|OSB-3026 Canada|OSB-310 USA|OSB-3100 All USA|OSB-31090 USA|OSB-31091 USA|OSB-31092 USA|OSB-31093 USA|OSB-31094 USA|OSB-31095 USA|OSB-31096 USA|OSB-31097 USA|OSB-31098 USA|OSB-31099 USA|OSB-31304 USA|OSB-9112 Notfunk|OSB-9911 EmCom|OSB-263113 SkyWa","430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000","430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000|430.10000","Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","OSB-Promiscuous","430.10000","430.10000","Slot1","1","OSB-9112 Notfunk","430.10000","430.10000","Slot1","1"
"5","Saarland","DB0SR-TS1|DB0SR-TS2|DB0LZ-TS1|DB0LZ-TS2|DO0YF-TS1|DO0YF-TS2|A-DB0SR-HZ2|A-DB0XS-MZG2|A-DB0YK-Bexbach|A-DB0VKS-Voel|A-DB0HWR-Rappwei|A-DB0SR-HZ70|A-DB0TFK-Wk|A-DB0BLK-Bliesk|A-DB0XS-MZG70|A-DB0LZ-Schau|A-DO0YF-Lautzkir","438.60000|438.60000|439.27500|439.27500|439.35000|439.35000|145.60000|145.62500|145.73750|438.65000|438.77500|438.82500|438.92500|438.57500|438.70000|439.27500|439.35000","431.00000|431.00000|431.67500|431.67500|431.75000|431.75000|145.00000|145.02500|145.13750|431.05000|431.17500|431.22500|431.32500|430.97500|431.10000|431.67500|431.75000","Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1|Slot1","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","DB0SR-TS1","438.60000","431.00000","Slot1","1","DB0SR-TS2","438.60000","431.00000","Slot2","1"
"6","Andorra","C30D-TS1|C30D-TS2","438.40000|438.40000","430.80000|430.80000","Slot1|Slot2","3|1","C30D-TS1","438.40000","430.80000","Slot1","3","C30D-TS1","438.40000","430.80000","Slot1","3"
"7","Belgium","ON0AIM-TS1|ON0AIM-TS2|ON0AND-TS1|ON0AND-TS2|ON0APS-TS1|ON0APS-TS2|ON0BAF-TS1|ON0BAF-TS2|ON0BE-TS1|ON0BE-TS2|ON0BXL-TS1|ON0BXL-TS2|ON0CEE-TS1|ON0CEE-TS2|ON0CK-TS1|ON0CK-TS2|ON0CPS-TS1|ON0CPS-TS2|ON0DEN-TS1|ON0DEN-TS2|ON0DIL-TS1|ON0DIL-TS2|ON0DP-TS1|ON0DP-TS2|ON0DST-TS1|ON4TOP-TS2|ON4TOP-TS1|ON4BAF-TS2|ON4BAF-TS1|ON2HB-TS2|ON2HB-TS1|ON0WV-TS2|ON0WV-TS1|ON0VRN-TS2|ON0VRN-TS1|ON0TLW-TS2|ON0TLW-TS1|ON0TB-TS2|ON0TB-TS1|ON0SEA-TS2|ON0SEA-TS1|ON0SAM-TS2|ON0SAM-TS1|ON0RAM-TS2|ON0RAM-TS1|ON0PRX-TS2|ON0PRX-TS1|ON0OST-TS2|ON0OST-TS1|ON0ODR-TS2|ON0ODR-TS1|ON0NR-TS2|ON0NR-TS1|ON0NIV-TS2|ON0NIV-TS1|ON0MSD-TS2|ON0MSD-TS1|ON0MON-TS2|ON0MON-TS1|ON0MLB-TS2|ON0MLB-TS1|ON0LUS-TS2|ON0LUS-TS1|ON0LRG-TS2|ON0LRG-TS1|ON0LN-TS2|ON0LN-TS1|ON0LLV-TS2|ON0LLV-TS1|ON0LG-TS2|ON0LG-TS1|ON0LGE-TS2|ON0LGE-TS1|ON0LED-TS2|ON0LED-TS1|ON0KB-TS2|ON0KB-TS1|ON0HSB-TS2|ON0HSB-TS1|ON0HOP-TS2|ON0HOP-TS1|ON0HAM-TS2|ON0HAM-TS1|ON0GRC-TS2|ON0GRC-TS1|ON0GAL-TS2|ON0GAL-TS1|ON0ESB-TS2|ON0ESB-TS1|ON0EPN-TS2|ON0EPN-TS1|ON0DXK-TS2|ON0DXK-TS1|ON0DST-TS2","439.56250|439.56250|438.98750|438.98750|438.36250|438.36250|439.06250|439.06250|439.31250|439.31250|439.33750|439.33750|438.43750|438.43750|439.16250|439.16250|439.11250|439.11250|439.03750|439.03750|439.26250|439.26250|439.46250|439.46250|439.45000|438.07500|438.07500|439.00000|439.00000|439.50000|439.50000|439.58750|439.58750|439.21250|439.21250|439.18750|439.18750|439.01250|439.01250|438.93750|438.93750|438.23750|438.23750|438.78750|438.78750|438.41250|438.41250|439.41250|439.41250|438.81250|438.81250|439.53750|439.53750|439.13750|439.13750|439.18750|439.18750|439.20000|439.20000|438.96250|438.96250|439.23750|439.23750|439.16250|439.16250|439.18750|439.18750|438.87500|438.87500|439.47500|439.47500|438.93750|438.93750|438.73750|438.73750|438.92500|438.92500|438.21250|438.21250|438.91250|438.91250|438.33750|438.33750|439.08750|439.08750|438.83750|438.83750|438.97500|438.97500|439.38750|439.38750|439.00000|439.00000|439.45000","431.96250|431.96250|431.38750|431.38750|430.76250|430.76250|431.46250|431.46250|431.71250|431.71250|431.73750|431.73750|430.83750|430.83750|431.56250|431.56250|431.51250|431.51250|431.43750|431.43750|431.66250|431.66250|431.86250|431.86250|431.85000|430.47500|430.47500|431.40000|431.40000|431.90000|431.90000|431.98750|431.98750|431.61250|431.61250|431.58750|431.58750|431.41250|431.41250|431.33750|431.33750|430.63750|430.63750|431.18750|431.18750|430.81250|430.81250|431.81250|431.81250|431.21250|431.21250|431.93750|431.93750|431.53750|431.53750|431.58750|431.58750|431.60000|431.60000|431.36250|431.36250|431.63750|431.63750|431.56250|431.56250|431.58750|431.58750|431.27500|431.27500|431.87500|431.87500|431.33750|431.33750|431.13750|431.13750|431.32500|431.32500|430.61250|430.61250|431.31250|431.31250|430.73750|430.73750|431.48750|431.48750|431.23750|431.23750|431.37500|431.37500|431.78750|431.78750|431.40000|431.40000|431.85000","Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2","1|1|1|1|1|1|1|1|2|2|2|2|1|1|1|1|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|2|2|1|1|1|1|1|1|2|2|2|2|1|1|2|2|1|1|2|2|2|2|1|1|2|2|1|1|2|2|1|1|1|1|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","ON0AIM-TS1","439.56250","431.96250","Slot1","1","ON0AIM-TS1","439.56250","431.96250","Slot1","1"
"8","Bulgaria","LZ0ARN-TS1|LZ0ARN-TS2|LZ0DDF-TS1|LZ0DDF-TS2|LZ0PLC-TS1|LZ0PLC-TS2|LZ0PLD-TS1|LZ0PLD-TS2|LZ0RDZ-TS1|LZ0RDZ-TS2|LZ0SVV-TS1|LZ0SVV-TS2|LZ1MHT-TS1|LZ1MHT-TS2","439.60000|439.60000|439.47500|439.47500|438.30000|438.30000|438.80000|438.80000|439.40000|439.40000|438.37500|438.37500|439.10000|439.10000","432.00000|432.00000|431.87500|431.87500|430.70000|430.70000|431.20000|431.20000|431.80000|431.80000|430.77500|430.77500|446.70000|446.70000","Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2|Slot1|Slot2","3|6|1|1|1|1|1|1|1|1|4|1|3|1","LZ0ARN-TS1","439.60000","432.00000","Slot1","3","LZ0ARN-TS1","439.60000","432.00000","Slot1","3"
