No.,Channel Name,Receive Frequency,Transmit Frequency,Channel Type,Transmit Power,Band Width,CTCSS/DCS Decode,CTCSS/DCS Encode,Contact,Contact Call Type,Contact TG/DMR ID,Radio ID,Busy Lock/TX Permit,Squelch Mode,Optional Signal,DTMF ID,2Tone ID,5Tone ID,PTT ID,Color Code,Slot,CH Scan List,Receive Group List,TX Prohibit,Reverse,Simplex TDMA,TDMA Adaptive,Encryption Type,Digital Encryption,Call Confirmation,Talk Around,Work Alone,Custom CTCSS,2TONE Decode,Ranging,Through Mode,APRS Report,APRS Report Channel
1931,GB7XY-TS2,439.42500,430.42500,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,10,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1932,GB7YI-TS2,439.57500,430.57500,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,10,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1933,GB7YR-TS2,439.52500,448.52500,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,2,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1934,GB7YS-TS2,439.71250,430.71250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1935,HB0FL-TS2,438.45000,430.85000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1936,I0KMJ-TS2,430.93750,435.93750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1937,I1YRB-TS2,430.96250,435.96250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1938,IC8EWW-TS2,430.05000,435.05000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1939,IK1JTD-TS2,430.96250,435.96250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1940,IK2OVD-TS2,430.93750,435.93750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1941,IK5XMK-TS2,430.65000,435.65000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1942,IN3ELZ-TS2,430.92500,435.92500,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1943,IQ3DD-TS2,431.46250,433.06250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1944,IQ3QU-TS2,430.86250,435.86250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1945,IQ3VN-TS2,430.95000,435.95000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1946,IQ5IZ-TS2,430.96250,435.96250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1947,IR0AAZ-TS2,430.91250,435.91250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1948,IR0AY-TS2,431.43750,433.03750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1949,IR0DR-TS2,430.98750,435.98750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1950,IR0DU-TS2,430.96250,435.96250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1951,IR0EF-TS2,430.76250,435.76250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1952,IR0UAJ-TS2,430.72500,435.72500,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1953,IR0UAP-TS2,430.70000,435.70000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1954,IR0UAQ-TS2,430.20000,431.80000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1955,IR0UBK-TS2,430.88750,435.88750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1956,IR0UCA-TS2,430.40000,435.40000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1957,IR0UCQ-TS2,430.35000,435.35000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1958,IR0UCY-TS2,430.42500,435.42500,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1959,IR0UDB-TS2,430.73750,435.73750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1960,IR0UDY-TS2,430.71250,435.71250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1961,IR0UEI-TS2,431.46250,433.06250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1962,IR0UFQ-TS2,430.68750,435.68750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1963,IR0UFZ-TS2,430.45000,435.45000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1964,IR0UGA-TS2,430.93750,435.93750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1965,IR0UGG-TS2,430.23750,431.83750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1966,IR0UGH-TS2,430.26250,435.26250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1967,IR0UGJ-TS2,430.22500,435.22500,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1968,IR0UGL-TS2,431.56250,433.16250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1969,IR0UGM-TS2,430.17500,431.77500,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1970,IR0UGO-TS2,431.37500,436.37500,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1971,IR0UGZ-TS2,430.57500,432.17500,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1972,IR0UIM-TS2,430.70000,435.70000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1973,IR0UIN-TS2,430.72500,435.72500,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1974,IR0UIO-TS2,430.70000,435.70000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1975,IR0UN-TS2,430.05000,431.65000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1976,IR1DA-TS2,430.86250,435.86250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1977,IR1DF-TS2,430.96250,435.96250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1978,IR1UB-TS2,430.05000,431.65000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1979,IR1UBY-TS2,430.60000,435.60000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1980,IR1UDK-TS2,430.88750,435.88750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1981,IR1UGE-TS2,430.28750,431.88750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1982,IR1UGM-TS2,430.26250,431.86250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1983,IR1UGO-TS2,430.52500,435.52500,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1984,IR1UHC-TS2,430.41250,435.41250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1985,IR1UHD-TS2,430.98750,435.98750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1986,IR1UHO-TS2,430.96250,435.96250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1987,IR1UHT-TS2,430.92500,435.92500,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1988,IR1UIO-TS2,430.61250,435.61250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1989,IR1UIP-TS2,430.12500,435.12500,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1990,IR1UIQ-TS2,430.58750,435.58750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1991,IR1UIU-TS2,435.61250,430.61250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1992,IR2AY-TS2,435.85000,435.85000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1993,IR2CO-TS2,430.93750,435.93750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1994,IR2CT-TS2,430.35000,431.95000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1995,IR2UAC-TS2,430.05000,435.05000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1996,IR2UAH-TS2,430.35000,435.35000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1997,IR2UAK-TS2,430.35000,431.95000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1998,IR2UBA-TS2,430.71250,435.71250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
1999,IR2UDJ-TS2,430.36250,431.96250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2000,IR2UDK-TS2,430.33750,431.93750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2001,IR2UDL-TS2,430.67500,435.67500,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2002,IR2UDP-TS2,430.43750,432.03750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2003,IR2UDS-TS2,431.37500,432.97500,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2004,IR2UDZ-TS2,431.55000,433.15000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2005,IR2UEI-TS2,430.95000,430.95000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2006,IR2UEW-TS2,431.41250,433.01250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2007,IR2UFX-TS2,431.53750,433.13750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2008,IR2UFZ-TS2,431.23750,432.83750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2009,IR2UGK-TS2,430.18750,431.78750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2010,IR2UGO-TS2,430.56250,435.56250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2011,IR2UGU-TS2,430.20000,431.80000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2012,IR2UGV-TS2,430.06250,435.06250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2013,IR2UW-TS2,430.35000,435.35000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2014,IR3AO-TS2,430.46250,437.86250,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2015,IR3UBA-TS2,431.05000,436.05000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2016,IR3UBL-TS2,431.37500,432.97500,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2017,IR3UEZ-TS2,431.45000,433.05000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2018,IR3UFN-TS2,430.40000,435.40000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2019,IR3UGT-TS2,430.85000,435.85000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2020,IR3UHF-TS2,430.60000,435.60000,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2021,IR3UIG-TS2,431.42500,433.02500,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2022,IR3UIJ-TS2,430.93750,435.93750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
2023,IR3UIM-TS2,430.18750,435.18750,D-Digital,Turbo,12.5K,Off,Off,TG9 Lokal,Group Call,9,OE1JTB,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,1
